Tweet,Message/tweets,Match,Polarity
1124.0,Latest update from Environment Canada in regards to the wind storm expected tomorrowStrongest winds expected to be around Niagara and PECOnwx,,neutral
1125.0,yycmillennial sunlorrie one of these will get you arrested in canada under trudeau,,neutral
1126.0,Apply for a postdoc job in breast CancerStemCell research NCCU,,neutral
1127.0,LadyQanuck Trudeau addresses Canada for EasterSo many sketchy comms here Talking about 1917 again playing roles telling childr,sketchy,negative
1128.0,iMoGalore Three Degrees and Goneby J Stewart Willis READ it on KindleIn the year 2088 coastal flooding amp,,neutral
1129.0,bigmac373737 marcusguest thelondonblog CarlZha Canada sells weapons to Saudi Arabia that are used in Yemen conflict too like sniper rifles and LAVs,"conflict,like",neutral
1130.0,terencecorcoran What theHealth Canada says rapid blood test for COVID19 remains under review until a greater national strategy o,rapid,positive
1131.0,bryceganious WOW After an amazing talk with COACHCAM1 Im Blessed to say Ive received an offer from THE LAMAR University AGTG,"WOW,amazing",positive
1132.0,MillennialsPH Robredos office allocated P14 million of its current 2020 budget to buy test kits developed by scientists from the Un,,neutral
1133.0,bighitmerch okay but will you ship it to canada,,neutral
1134.0,PenalosaG 3 amazing leaders flattening the curves San Franciscos Mayor LondonBreed New Zealands Prime Minister Jacinda Ardern C,amazing,positive
1135.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
1136.0,MarkFriesen08 What an absolute farce Defund the CBC now,farce,negative
1137.0,salembaptistmbb CONGRATULATIONS to our very own Brandon Summers on his commitment to Johnson and Wales University Go Wildcats Su,"CONGRATULATIONS,commitment",positive
1138.0,CANADAFC1 Remember this day like it was yesterday Lakeside Athletic v Canada FA Sunday Cup Semi Final Goals and Highligh https,like,positive
1139.0,LadyQanuck Trudeau addresses Canada for EasterSo many sketchy comms here Talking about 1917 again playing roles telling childr,sketchy,negative
1140.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
1141.0,BruceDawson0xB My daughter lives in Canada and applied for the COVID19 benefit on Tuesday It took two minutes to apply The first pa,benefit,positive
1142.0,Alichat66 Canada New Zealand Australia Ireland every country is struggling to get PPE to front line workersNo one cares for ha,struggling,negative
1143.0,HarveyM55 futurefiona TheRightColumn willchamberlain maggieNYT nytimes Same can be said about kavanaughWhy did it not come up when he was a district judge university lecturerWhy did it only come up for a SCOTUS nomination that would flip the courtOnce again you either believeallwomen or you dontYou are completely exposing your hypocrisy,hypocrisy,negative
1144.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
1145.0,f0lake Mama always said one thing no one can take away from you is your education I said period So I present you me with a i,,neutral
1146.0,picardonhealth Thousands of foreigntrained doctors are currently working in a variety of other jobs in Canada as taxi drivers stor,variety,positive
1147.0,ASlavitt Watch JustinTrudeau CPHOCanada doing just that,,neutral
1148.0,fgdewji This picture was taken at a beautiful church at Oxford University To all my friends Wishing you all the love and happiness t,"beautiful,love,happiness",positive
1149.0,Muzris UniversityKodungallurwhere Pythagoras and Plato had studiedBoth Damisa ampApollonius had studied hands onReikihealing in IndiaDamisa wrote about the Apolloniuss ability to reverse cell age of patientsHe called it psychic diagnosis and prescience9n,,neutral
1150.0,pollock Universal basic income a government guarantee that citizens get a minimum income is finally implemented Already been tested,guarantee,positive
1151.0,CanadaAction Shockproofing Canada Why the Keystone pipeline is just the start of making us energy selfsufficient,,neutral
1152.0,DrinkSolaPop Part II Residents explain their issues w university expansion 20 of thise effected had not been contacted by the uni,issues,negative
1153.0,Community thoughts and feedback from our readers in North Vancouver on the covid19 coronavirus stay at home lock down and social distancing measures if you have thoughts to share we want to hear from youNorthVancouver Vancouver Canada Health,,neutral
1154.0,Our Prime Moistener spoke at the commons yesterday and now they are fawning all over him again hahahaha Sheep ya gotta luv em,,neutral
1155.0,cancivlib Canada we need your help with a big question is abortion access being limited at all in your part of the country right no,"limited,right",neutral
1156.0,Every Anime Girl went to Duke University,,neutral
1157.0,cubavence2019 COVID19 The global death toll 110892 according to the John Hopkins University tracker The number of confirmed cases,"death,toll",negative
1158.0,ChidiNwatu realDonaldTrump People Trump has blamed for his deadly incompetence WHO China Media Canada Governors D,"Trump,deadly,incompetence",negative
1159.0,1gregwalden University of Texas at Austin 2014 Commencement Address Admiral Willia via YouTube,,neutral
1160.0,Hey CamilaCabello would you like to finance my university studies,like,positive
1161.0,picardonhealth Thousands of foreigntrained doctors are currently working in a variety of other jobs in Canada as taxi drivers stor,variety,positive
1162.0,Chellaney Remember my tweet 18 days ago about a South China University of Technology study The study concludes that the killer coron,killer,negative
1163.0,CBCCanada Lens Mill Stores create thousands of masks gowns and caps to help protect people during COVID19 h,protect,positive
1164.0,tirioxo I was raped by a man called Harmand from my university and I cannot let him kill me anymore I was sexually abused by mosall,"raped,kill,abused",negative
1165.0,TahirImran To all those sitting abroad amp want to help Please help international Pakistani students in your country In UK Australia,,neutral
1166.0,TheeDes Greetings I am Destinee Clark a Junior majoring in Biology from Atlanta Georgia and I am striving to be YOUR 83rd Miss Sav,"striving,Miss",neutral
1167.0,forthestudentss University of Portsmouth STUDENT SATISFACTION UPDATE 82 of students said that assessments were their biggest CONCERN,CONCERN,negative
1168.0,MajelisLucuTwt S3 desain grafis Binus University,,neutral
1169.0,misskyerewaa Great Success Proud of my institution University of Ghana and WACCBIPUG We hope the government will invest more in,"Great,Success,Proud",positive
1170.0,f0lake Mama always said one thing no one can take away from you is your education I said period So I present you me with a i,,neutral
1171.0,MillennialsPH Robredos office allocated P14 million of its current 2020 budget to buy test kits developed by scientists from the Un,,neutral
1172.0,JustinTrudeau I want to thank the dedicated public servants who are making sure the application process for the Canada Emergency Respo,"thank,dedicated,Emergency",positive
1173.0,Skeppy1586 Countries that wizkidayo has a song that has been certified1 Uk2 US3 Canada4 Australia5 Denmark6 South African7 It,,neutral
1174.0,Next Level Top 80 Alum Donivan Peoples lands Oakland University OfferElite shooter at 64,Top,positive
1175.0,toshcon I would rather scream at the top of my lungs about the communist take over of Canada be proven wrong and ridiculed with scre,"scream,top,proven,wrong",neutral
1176.0,nowthisnews LIVE NowThis is tracking coronavirus developments and infection numbers in realtime As of Saturday coronavirus cas,infection,negative
1177.0,CBCAlerts Ontario is reporting 401 new cases of COVID19 bringing the provincial total to 7049 According to CBC tallies there have,,neutral
1178.0,ToddKenreck Its a standard condiment in Canada Took me a while to get used to it,,neutral
1179.0,ShootAr500 DidBushDo So maybe he just got duped and spread it I retweeted it I think as well I cant remember It did look like Canada though,"well,like",positive
1180.0,hoganstandgaa Limerick GAA club running 24hour ball wallathon in support of HSE frontline staff A Limerick GAA hurling club is runni,support,positive
1181.0,QJohnAugustus Patriots from Canada at the readyWWG1WGA WWG1WGAWORLDWIDE GREATAWAKENING QANON,,neutral
1182.0,dundeeuni If you miss seeing Muriel at Tower Reception read the interview she gave to the EveningTele before we started working fro,miss,negative
1183.0,JodySmithNFL Ottawa Canada Happy birthday Brandon,Happy,positive
1184.0,LogiconSolution DrJacobsRad How does parliament put through a motion to make DrJacobsRad Canadas Chief Medical Officer How can w,,neutral
1185.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
1186.0,UdtaHathi Canada wale to sach me bhot fast forward hote hai,fast,positive
1187.0,vegaimmi Express Entry Draw UpdateEven with COVID19 measures IRCC is accepting amp processing applicationCurrent Express Entry Draw p,,neutral
1188.0,fakeezzie Anyone that worked closely with him will tell you that he loves Canada and he is a great caring leader,"worked,loves,great",positive
1189.0,AndrewScheer Today Christians across Canada and around the world are celebrating the resurrection of Jesus Christ and His victory over,victory,positive
1190.0,PierrePoilievre A chronicle of how brutally Canadian officials bungled the response ignoring red flags amp letting thousands from disea,brutally,negative
1191.0,Thank you for that information It may help one of our vets We should not have to ask them to jump through flaming hoops like thisCanada did it right,"Thank,like,right",positive
1192.0,f0lake Mama always said one thing no one can take away from you is your education I said period So I present you me with a i,,neutral
1193.0,atholcohen sunlorrie And Canada liberalparty JustinTrudeau CPHOCanada continue to cozy up Its time for Canada to leave the,cozy,positive
